epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,368.34,1.16593,1.80367,1.24864,1.28148,0.74601,0.65,0.70795,0.45132,0.73412,0.63889,0.68994,0.46135,1.21529,1.88463,1.20849,1.44527,0.00113191,0.00113191,0.00113191
23,385.506,1.12189,1.78736,1.25692,1.269,0.65081,0.64541,0.66492,0.41902,0.77838,0.56667,0.66269,0.41845,1.23634,1.93894,1.33899,1.50824,0.00111776,0.00111776,0.00111776
24,402.111,1.11948,1.77195,1.21036,1.26168,0.75284,0.60556,0.69306,0.46459,0.75284,0.60556,0.70353,0.44788,1.24613,1.94922,1.1321,1.47637,0.00110362,0.00110362,0.00110362
25,419.024,1.13721,1.72214,1.16,1.25246,0.68454,0.65642,0.6371,0.4211,0.69408,0.66632,0.6541,0.41884,1.2375,1.90069,1.23552,1.43996,0.00108947,0.00108947,0.00108947
26,435.643,1.12415,1.782,1.16144,1.25847,0.72493,0.62508,0.68883,0.45238,0.72493,0.62508,0.68814,0.45879,1.20261,1.90386,1.18516,1.39819,0.00107532,0.00107532,0.00107532
27,452.773,1.10036,1.6757,1.14946,1.24464,0.68188,0.68333,0.70805,0.45261,0.68839,0.70556,0.70925,0.44925,1.23642,1.80727,1.15374,1.42869,0.00106118,0.00106118,0.00106118
28,469.485,1.12142,1.79507,1.17563,1.25553,0.65444,0.7,0.70887,0.47515,0.65444,0.7,0.71672,0.48337,1.17284,1.79927,1.14311,1.44367,0.00104703,0.00104703,0.00104703
29,486.241,1.07336,1.63763,1.0811,1.21582,0.66918,0.66343,0.68314,0.4589,0.66918,0.66343,0.69746,0.44323,1.17038,1.89705,1.19457,1.38624,0.00103288,0.00103288,0.00103288
30,502.845,1.05021,1.615,1.04043,1.18984,0.64705,0.66425,0.64629,0.43952,0.64705,0.66425,0.64615,0.41585,1.2088,1.88838,1.34546,1.41324,0.00101873,0.00101873,0.00101873
31,519.591,1.05871,1.63066,1.04907,1.21731,0.73534,0.70556,0.71132,0.47899,0.72623,0.69444,0.71142,0.4611,1.22124,1.93193,1.16916,1.43995,0.00100459,0.00100459,0.00100459
32,536.29,1.07926,1.66729,1.06486,1.22933,0.73472,0.57778,0.67595,0.46796,0.70173,0.62222,0.67198,0.45573,1.18917,1.92185,1.22664,1.40392,0.00099044,0.00099044,0.00099044
33,552.824,1.03159,1.5862,1.04133,1.18809,0.75493,0.62281,0.69596,0.45088,0.77365,0.63308,0.69651,0.45138,1.15094,1.8501,1.10988,1.37267,0.000976293,0.000976293,0.000976293
34,569.786,1.05137,1.66132,1.05785,1.22143,0.6468,0.66667,0.66791,0.45451,0.67743,0.69444,0.7045,0.45069,1.15471,1.87448,1.14119,1.38129,0.000962146,0.000962146,0.000962146
35,586.429,1.05783,1.70016,1.05297,1.22074,0.71134,0.67778,0.70886,0.47758,0.71134,0.67778,0.71765,0.4643,1.17321,1.9546,1.1048,1.38994,0.000947999,0.000947999,0.000947999
36,602.925,1.03927,1.67555,1.04154,1.19679,0.66829,0.71084,0.6933,0.481,0.68878,0.69408,0.70502,0.48099,1.17686,1.80554,1.08534,1.42343,0.000933851,0.000933851,0.000933851
37,619.558,1.08763,1.68732,1.05471,1.21294,0.77151,0.68083,0.74263,0.46583,0.77151,0.68083,0.73808,0.47785,1.19819,1.84101,1.03612,1.44496,0.000919704,0.000919704,0.000919704
38,636.24,1.01596,1.5616,0.97243,1.19821,0.71004,0.71111,0.70972,0.46935,0.71224,0.71111,0.71387,0.46156,1.1493,1.81155,1.15324,1.38132,0.000905557,0.000905557,0.000905557
39,653.141,1.01742,1.53483,0.94702,1.16924,0.66033,0.68333,0.64985,0.43127,0.67009,0.69444,0.67233,0.43491,1.20544,1.8879,1.22711,1.39304,0.00089141,0.00089141,0.00089141
40,669.991,1.0138,1.5447,0.94161,1.18053,0.74148,0.72222,0.73827,0.49863,0.72927,0.71111,0.73095,0.49225,1.1609,1.8593,1.04302,1.37629,0.000877263,0.000877263,0.000877263
41,686.673,1.00408,1.60479,0.96941,1.18052,0.78519,0.66961,0.7269,0.48689,0.78519,0.66961,0.72763,0.48231,1.12184,1.84928,1.06118,1.35473,0.000863116,0.000863116,0.000863116
42,703.227,0.99941,1.58936,0.97378,1.16609,0.66994,0.74793,0.69622,0.48062,0.68608,0.71667,0.70652,0.48323,1.10213,1.81019,1.04338,1.35667,0.000848969,0.000848969,0.000848969
43,719.667,0.98718,1.55576,0.94315,1.1695,0.66323,0.74723,0.70859,0.47729,0.66323,0.74723,0.7228,0.4808,1.14168,1.7901,1.08682,1.38698,0.000834822,0.000834822,0.000834822
44,736.312,0.99979,1.59206,0.92088,1.17274,0.79254,0.60237,0.71048,0.47952,0.81356,0.61349,0.73297,0.47377,1.17793,1.89687,1.04415,1.41115,0.000820675,0.000820675,0.000820675
45,753.096,1.04669,1.58329,0.96043,1.20259,0.70179,0.69444,0.68523,0.45547,0.76374,0.64745,0.69038,0.45321,1.15198,1.79793,1.06921,1.40157,0.000806528,0.000806528,0.000806528
46,769.511,0.99081,1.56017,0.96141,1.17576,0.6765,0.70556,0.70668,0.47225,0.68394,0.70556,0.71238,0.46319,1.16286,1.89172,1.07731,1.39449,0.00079238,0.00079238,0.00079238
47,786.331,0.97007,1.46786,0.8608,1.15112,0.77815,0.60886,0.69857,0.46989,0.77815,0.60886,0.69226,0.45413,1.12991,1.95819,1.02601,1.36774,0.000778233,0.000778233,0.000778233
48,803.248,0.9537,1.54209,0.88176,1.14124,0.70645,0.64509,0.65528,0.45054,0.74059,0.66667,0.68473,0.45623,1.17251,1.87956,1.15294,1.38523,0.000764086,0.000764086,0.000764086
49,819.867,0.94901,1.53145,0.93042,1.13905,0.80666,0.6,0.68155,0.45795,0.80666,0.6,0.68772,0.45423,1.19565,1.83412,1.17177,1.42226,0.000749939,0.000749939,0.000749939
50,836.348,0.9648,1.53785,0.85963,1.15233,0.74051,0.66571,0.71605,0.4762,0.69041,0.68333,0.7024,0.46141,1.10636,1.95169,1.04836,1.34928,0.000735792,0.000735792,0.000735792
51,853.232,0.92222,1.49407,0.85559,1.13068,0.72898,0.69032,0.70738,0.47007,0.74264,0.70143,0.71843,0.46915,1.15128,1.87255,1.04604,1.38577,0.000721645,0.000721645,0.000721645
52,869.845,0.94022,1.51919,0.82342,1.12977,0.80018,0.68745,0.7466,0.49313,0.80018,0.68745,0.74624,0.48301,1.14091,1.90294,1.02165,1.38592,0.000707498,0.000707498,0.000707498
53,886.491,0.95419,1.4822,0.84354,1.1408,0.72156,0.70414,0.74603,0.50231,0.71119,0.69314,0.74346,0.49532,1.18373,1.91973,1.06527,1.42216,0.000693351,0.000693351,0.000693351
54,903.521,0.90934,1.41794,0.79944,1.11104,0.71019,0.6601,0.73458,0.49214,0.71019,0.6601,0.73351,0.48735,1.17803,1.86764,1.10272,1.39986,0.000679204,0.000679204,0.000679204
55,920.116,0.92267,1.43877,0.81222,1.14784,0.73256,0.65079,0.71041,0.47165,0.73256,0.65079,0.70575,0.46699,1.12103,1.89711,1.05575,1.36128,0.000665057,0.000665057,0.000665057
56,936.765,0.8904,1.38056,0.7466,1.12666,0.70366,0.68064,0.71599,0.48032,0.70366,0.68064,0.71158,0.47615,1.17849,1.83655,1.0259,1.40855,0.000650909,0.000650909,0.000650909
57,953.488,0.90812,1.44347,0.79724,1.12492,0.79339,0.63629,0.71525,0.49074,0.79004,0.62222,0.69092,0.47257,1.12825,1.92933,1.09711,1.37968,0.000636762,0.000636762,0.000636762
58,969.899,0.8584,1.42022,0.76348,1.10167,0.80313,0.57833,0.69879,0.47187,0.80313,0.57833,0.69763,0.46335,1.16851,1.95728,1.05462,1.41341,0.000622615,0.000622615,0.000622615
59,986.499,0.8734,1.42198,0.77906,1.09815,0.66321,0.66229,0.67088,0.47309,0.66321,0.66229,0.67312,0.46307,1.14118,1.93853,1.14063,1.4091,0.000608468,0.000608468,0.000608468
60,1002.95,0.8529,1.34456,0.73757,1.06991,0.71673,0.72224,0.7281,0.51037,0.7283,0.73336,0.73163,0.49923,1.11933,1.99033,0.97233,1.40415,0.000594321,0.000594321,0.000594321
61,1019.77,0.85783,1.34261,0.72736,1.08008,0.69749,0.68482,0.67699,0.4696,0.6876,0.70556,0.68871,0.46294,1.12586,1.95456,1.02477,1.39109,0.000580174,0.000580174,0.000580174
62,1036.41,0.88778,1.39167,0.7454,1.11613,0.7806,0.62778,0.74065,0.5084,0.76961,0.63199,0.73308,0.49809,1.1357,2.01992,1.05123,1.38753,0.000566027,0.000566027,0.000566027
63,1052.97,0.8665,1.38029,0.75878,1.10608,0.75647,0.70556,0.74661,0.5022,0.75647,0.70556,0.74427,0.49634,1.1291,1.98549,0.96505,1.38794,0.00055188,0.00055188,0.00055188
64,1069.53,0.81439,1.36429,0.70666,1.06422,0.75151,0.71309,0.74432,0.50482,0.75151,0.71309,0.73592,0.48328,1.17993,1.99065,0.99375,1.43694,0.000537733,0.000537733,0.000537733
65,1086.06,0.85597,1.42176,0.72853,1.08525,0.74692,0.70773,0.73609,0.50779,0.74692,0.70773,0.7329,0.50081,1.14763,1.89989,1.00386,1.40645,0.000523586,0.000523586,0.000523586
66,1102.67,0.87124,1.37924,0.72156,1.0866,0.77994,0.67429,0.70764,0.48772,0.77994,0.67429,0.69648,0.47893,1.10973,1.86994,1.04203,1.36163,0.000509438,0.000509438,0.000509438
67,1119.16,0.85258,1.37321,0.73356,1.07607,0.77842,0.67652,0.72155,0.51582,0.77842,0.67652,0.72689,0.49499,1.1359,1.91677,1.04465,1.38598,0.000495291,0.000495291,0.000495291
68,1135.63,0.84821,1.32149,0.68631,1.07905,0.77121,0.63889,0.70817,0.50028,0.78984,0.65,0.71787,0.48413,1.1277,2.11581,0.99103,1.42061,0.000481144,0.000481144,0.000481144
69,1151.96,0.81278,1.33472,0.69307,1.06584,0.79884,0.64776,0.71899,0.49738,0.79884,0.64776,0.71378,0.47216,1.11841,2.0426,0.9956,1.39529,0.000466997,0.000466997,0.000466997
70,1168.76,0.82149,1.3086,0.6679,1.06848,0.71775,0.75805,0.75169,0.51519,0.7299,0.74774,0.73638,0.49919,1.15299,2.0887,0.9749,1.44648,0.00045285,0.00045285,0.00045285
71,1185.44,0.78749,1.28251,0.65336,1.03375,0.75743,0.64059,0.70314,0.48916,0.77306,0.65158,0.70779,0.48164,1.18035,2.04904,1.02973,1.47612,0.000438703,0.000438703,0.000438703
72,1201.73,0.81209,1.31157,0.68236,1.0774,0.78896,0.63688,0.71924,0.51231,0.78896,0.63688,0.71016,0.49404,1.10863,2.01112,1.01271,1.40293,0.000424556,0.000424556,0.000424556
73,1218.12,0.81489,1.32498,0.65517,1.06097,0.76352,0.67607,0.73668,0.50502,0.76352,0.67607,0.73036,0.49024,1.11372,2.05406,0.96984,1.37503,0.000410409,0.000410409,0.000410409
74,1234.77,0.80475,1.26778,0.63735,1.06057,0.74904,0.68,0.72273,0.50747,0.74904,0.68,0.71486,0.49001,1.1065,2.13054,0.99068,1.36063,0.000396262,0.000396262,0.000396262
75,1251.11,0.82917,1.32224,0.65742,1.07111,0.75868,0.6601,0.70875,0.5114,0.75868,0.6601,0.70512,0.49614,1.06582,2.19108,1.00355,1.34301,0.000382115,0.000382115,0.000382115
76,1267.65,0.80994,1.27133,0.66749,1.06199,0.77755,0.65603,0.71853,0.51755,0.77755,0.65603,0.71129,0.50014,1.11059,2.04628,0.95805,1.39965,0.000367967,0.000367967,0.000367967
77,1284.42,0.7992,1.3112,0.63591,1.05664,0.74108,0.65959,0.71915,0.49963,0.75447,0.67052,0.72511,0.48613,1.0959,1.98429,0.99925,1.36127,0.00035382,0.00035382,0.00035382
78,1300.9,0.78665,1.26654,0.62515,1.05253,0.77506,0.69444,0.75569,0.5315,0.77506,0.69444,0.75197,0.5116,1.10266,1.97821,0.95845,1.38295,0.000339673,0.000339673,0.000339673
79,1317.52,0.78383,1.27178,0.63059,1.04084,0.75452,0.67778,0.74464,0.53012,0.75452,0.67778,0.74207,0.51781,1.06996,1.97291,1.03215,1.34901,0.000325526,0.000325526,0.000325526
80,1333.98,0.75175,1.21706,0.58857,1.03363,0.76113,0.67778,0.73144,0.52148,0.76113,0.67778,0.72131,0.51071,1.09302,2.02083,0.99199,1.38086,0.000311379,0.000311379,0.000311379
81,1350.47,0.73735,1.19172,0.5912,1.0256,0.6989,0.68333,0.67954,0.49256,0.68845,0.67222,0.67116,0.47534,1.09714,2.09647,1.09428,1.37711,0.000297232,0.000297232,0.000297232
82,1367.07,0.73923,1.20455,0.58543,1.02558,0.76107,0.68778,0.7033,0.50064,0.76107,0.68778,0.69934,0.48405,1.08908,2.16328,1.00216,1.39762,0.000283085,0.000283085,0.000283085
83,1383.44,0.75607,1.23448,0.57123,1.02328,0.71478,0.69444,0.69094,0.48641,0.71478,0.69444,0.68007,0.47753,1.10168,2.19978,1.01608,1.42592,0.000268938,0.000268938,0.000268938
84,1399.78,0.73504,1.23947,0.58194,1.02763,0.65952,0.70922,0.68821,0.48706,0.65952,0.70922,0.67903,0.48104,1.14552,2.18296,1.02903,1.46609,0.000254791,0.000254791,0.000254791
85,1416.11,0.72654,1.17945,0.58783,1.02694,0.70573,0.68889,0.68415,0.49576,0.70573,0.68889,0.68044,0.48444,1.10211,2.13192,1.01305,1.40317,0.000240644,0.000240644,0.000240644
86,1432.44,0.7068,1.16387,0.54991,0.99569,0.71938,0.7,0.71662,0.52175,0.71938,0.7,0.71449,0.51142,1.09839,2.12602,0.97105,1.43109,0.000226497,0.000226497,0.000226497
87,1448.88,0.73149,1.19672,0.56982,1.02939,0.65983,0.73631,0.71702,0.5052,0.65983,0.73631,0.71156,0.49306,1.12743,2.12305,0.9913,1.43441,0.000212349,0.000212349,0.000212349
88,1465.28,0.72541,1.13365,0.55207,1.01616,0.67207,0.69444,0.67482,0.48969,0.668,0.70438,0.68462,0.47751,1.13581,2.21682,1.07125,1.44236,0.000198202,0.000198202,0.000198202
89,1481.51,0.71126,1.16244,0.56078,1.02284,0.77506,0.66555,0.7017,0.5094,0.77506,0.66555,0.69791,0.49242,1.08873,2.22953,1.01093,1.41259,0.000184055,0.000184055,0.000184055
90,1498.33,0.70748,1.17952,0.54224,1.01186,0.80377,0.63333,0.69876,0.50614,0.80377,0.63333,0.69836,0.49708,1.11613,2.17208,0.99146,1.4384,0.000169908,0.000169908,0.000169908
91,1528.03,0.61527,1.02768,0.46636,0.97035,0.7905,0.63846,0.70323,0.49449,0.7905,0.63846,0.7082,0.49087,1.12538,2.27301,0.9818,1.45082,0.000155761,0.000155761,0.000155761
92,1546.35,0.5955,0.96982,0.41825,0.97364,0.73506,0.70383,0.6993,0.48533,0.73506,0.70383,0.69827,0.47423,1.09519,2.27855,0.98237,1.43601,0.000141614,0.000141614,0.000141614
93,1565.79,0.57521,0.98559,0.39644,0.94955,0.80821,0.67055,0.72015,0.50457,0.7923,0.65951,0.71828,0.49825,1.11754,2.20993,1.02328,1.46062,0.000127467,0.000127467,0.000127467
94,1580.53,0.56454,0.95168,0.39319,0.94203,0.73138,0.66111,0.71182,0.50235,0.73138,0.66111,0.70708,0.49653,1.12571,2.29018,1.05023,1.46968,0.00011332,0.00011332,0.00011332
95,1595.15,0.55551,0.92846,0.37886,0.94841,0.71751,0.70633,0.71067,0.50136,0.71751,0.70633,0.70601,0.49638,1.11386,2.31071,1.03974,1.461,9.91726e-05,9.91726e-05,9.91726e-05
96,1609.66,0.54603,0.93795,0.37373,0.93749,0.74426,0.68283,0.70685,0.50801,0.74164,0.68057,0.70266,0.49204,1.09954,2.31032,1.01014,1.45839,8.50255e-05,8.50255e-05,8.50255e-05
97,1624.25,0.56575,0.93036,0.38155,0.96304,0.72187,0.67778,0.70114,0.50191,0.73298,0.65362,0.6941,0.49002,1.09591,2.31009,1.03938,1.45449,7.08784e-05,7.08784e-05,7.08784e-05
98,1638.93,0.53505,0.90227,0.36506,0.943,0.71316,0.69444,0.69626,0.50015,0.71316,0.69444,0.69454,0.48323,1.08158,2.33277,1.03664,1.44558,5.67313e-05,5.67313e-05,5.67313e-05
99,1653.68,0.5463,0.92578,0.3661,0.9514,0.72399,0.6694,0.68591,0.49412,0.72399,0.6694,0.6869,0.47908,1.1046,2.35174,1.05346,1.4665,4.25842e-05,4.25842e-05,4.25842e-05
100,1668.18,0.55647,0.90803,0.381,0.95697,0.74916,0.64444,0.68611,0.4945,0.74916,0.64444,0.68766,0.48162,1.10607,2.34132,1.05524,1.46545,2.84371e-05,2.84371e-05,2.84371e-05
