epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,129.355,0.74126,0.46411,1.0586,0.96487,0.96217,0.98771,0.80119,0.69387,0.53068,1.07378,0.00138644,0.00138644,0.00138644
19,135.242,0.72784,0.44438,1.02636,0.88137,0.96053,0.97298,0.7671,0.75614,0.53784,1.11986,0.00136994,0.00136994,0.00136994
20,141.215,0.72536,0.43416,1.03351,0.95507,0.90568,0.98099,0.75333,0.79943,0.53511,1.12554,0.00135344,0.00135344,0.00135344
21,148.457,0.70311,0.42633,1.02544,0.89084,0.9142,0.96081,0.76192,0.8735,0.64411,1.17732,0.00133693,0.00133693,0.00133693
22,155.178,0.73049,0.45708,1.03943,0.89754,0.94303,0.97505,0.80373,0.69748,0.50588,1.0784,0.00132043,0.00132043,0.00132043
23,161.049,0.70781,0.43459,1.01259,0.95162,0.95443,0.98121,0.80689,0.687,0.45166,1.07425,0.00130393,0.00130393,0.00130393
24,167.737,0.72743,0.43672,1.03781,0.97299,0.94601,0.98639,0.82833,0.65839,0.42965,1.06223,0.00128742,0.00128742,0.00128742
25,173.867,0.70031,0.42675,1.02757,0.96889,0.95395,0.98647,0.77847,0.70034,0.43697,1.0906,0.00127092,0.00127092,0.00127092
26,181.721,0.70335,0.44034,1.02875,0.9693,0.95066,0.98667,0.79647,0.68292,0.41155,1.07542,0.00125442,0.00125442,0.00125442
27,189.251,0.7166,0.4202,1.02904,0.96349,0.96875,0.98873,0.8046,0.68652,0.40771,1.07435,0.00123791,0.00123791,0.00123791
28,197.07,0.7141,0.42199,1.03425,0.97664,0.96751,0.98974,0.81691,0.70266,0.4176,1.09144,0.00122141,0.00122141,0.00122141
29,205.185,0.69166,0.40461,1.01679,0.97982,0.96345,0.98933,0.78259,0.71748,0.39635,1.10168,0.00120491,0.00120491,0.00120491
30,211.977,0.69999,0.41261,1.02233,0.97481,0.96664,0.99159,0.80809,0.6865,0.38521,1.07356,0.0011884,0.0011884,0.0011884
31,218.624,0.70668,0.42813,1.01481,0.97344,0.96546,0.98862,0.82304,0.648,0.38302,1.05159,0.0011719,0.0011719,0.0011719
32,227.22,0.694,0.40999,0.99974,0.98038,0.97204,0.99012,0.81631,0.67019,0.37996,1.05859,0.0011554,0.0011554,0.0011554
33,236.424,0.6946,0.41579,1.01845,0.9695,0.97533,0.9896,0.80998,0.65818,0.37677,1.04866,0.00113889,0.00113889,0.00113889
34,245.736,0.68106,0.39996,0.9869,0.97728,0.95524,0.98853,0.78108,0.64897,0.39697,1.04946,0.00112239,0.00112239,0.00112239
35,256.159,0.67847,0.39969,1.00415,0.88067,0.98185,0.98133,0.78968,0.66648,0.40871,1.05737,0.00110589,0.00110589,0.00110589
36,266.474,0.67145,0.39617,1.01586,0.98282,0.96177,0.98841,0.77343,0.67081,0.39033,1.06177,0.00108938,0.00108938,0.00108938
37,273.82,0.66473,0.39051,1.00178,0.92587,0.98191,0.98524,0.8174,0.65065,0.3694,1.04716,0.00107288,0.00107288,0.00107288
38,282.374,0.66531,0.39262,1.0006,0.97782,0.97325,0.99113,0.84565,0.63679,0.34858,1.03354,0.00105638,0.00105638,0.00105638
39,291.023,0.65809,0.37419,1.00667,0.97413,0.97368,0.99164,0.84207,0.6428,0.34442,1.03893,0.00103987,0.00103987,0.00103987
40,299.661,0.64764,0.3689,0.99199,0.98215,0.95959,0.98993,0.83218,0.63136,0.36631,1.0409,0.00102337,0.00102337,0.00102337
41,307.357,0.65267,0.36984,1.00132,0.98013,0.96233,0.98816,0.82722,0.6347,0.36886,1.04275,0.00100687,0.00100687,0.00100687
42,315.939,0.6461,0.36742,1.00373,0.98147,0.95673,0.98944,0.83644,0.63796,0.37745,1.04139,0.000990365,0.000990365,0.000990365
43,324.439,0.6368,0.36242,0.9984,0.98393,0.95771,0.99101,0.83938,0.63733,0.35851,1.04156,0.000973861,0.000973861,0.000973861
44,334.4,0.63976,0.36202,0.98584,0.98154,0.96875,0.99222,0.83703,0.63485,0.34809,1.03313,0.000957358,0.000957358,0.000957358
45,343.863,0.65167,0.37407,1.00061,0.94334,0.96743,0.9921,0.85877,0.62129,0.34419,1.02767,0.000940855,0.000940855,0.000940855
46,352.268,0.63725,0.35781,0.99288,0.97827,0.97384,0.99199,0.84862,0.62071,0.34792,1.02736,0.000924352,0.000924352,0.000924352
47,360.759,0.63183,0.35897,0.98466,0.97831,0.97533,0.99254,0.86324,0.63118,0.34413,1.03186,0.000907848,0.000907848,0.000907848
48,370.682,0.63771,0.35998,1.00756,0.98141,0.96711,0.9926,0.83084,0.63951,0.34096,1.03703,0.000891345,0.000891345,0.000891345
49,378.862,0.64759,0.37143,1.00516,0.98426,0.96711,0.99267,0.83465,0.63152,0.3225,1.03583,0.000874842,0.000874842,0.000874842
50,387.996,0.63351,0.35482,0.99277,0.97977,0.96818,0.99229,0.82671,0.63408,0.3364,1.03018,0.000858338,0.000858338,0.000858338
51,394.331,0.64061,0.36219,1.00292,0.96319,0.96711,0.99195,0.83036,0.6352,0.33633,1.0329,0.000841835,0.000841835,0.000841835
52,401.322,0.65444,0.36372,1.01601,0.93773,0.9658,0.99109,0.82735,0.65399,0.33637,1.05386,0.000825332,0.000825332,0.000825332
53,407.826,0.63787,0.36419,0.98348,0.93457,0.96775,0.99103,0.86404,0.62698,0.33085,1.03464,0.000808828,0.000808828,0.000808828
54,414.968,0.61009,0.35234,0.98621,0.97321,0.96915,0.99203,0.86087,0.62501,0.32722,1.03279,0.000792325,0.000792325,0.000792325
55,422.497,0.63098,0.3577,0.99279,0.98147,0.96891,0.99178,0.85561,0.63214,0.33424,1.03432,0.000775822,0.000775822,0.000775822
56,430.667,0.60301,0.34081,0.96424,0.97049,0.98305,0.9915,0.84555,0.62081,0.34258,1.02787,0.000759318,0.000759318,0.000759318
57,438.158,0.61835,0.34481,0.97669,0.91394,0.9793,0.98806,0.85531,0.60424,0.33383,1.02295,0.000742815,0.000742815,0.000742815
58,445.026,0.62413,0.3534,0.98385,0.95949,0.98679,0.99147,0.84901,0.61037,0.33038,1.02593,0.000726312,0.000726312,0.000726312
59,452.438,0.63285,0.35051,0.99117,0.97412,0.97652,0.99131,0.87809,0.61625,0.31887,1.02653,0.000709809,0.000709809,0.000709809
60,459.935,0.61847,0.35335,0.99049,0.97352,0.97998,0.99143,0.88512,0.63368,0.32884,1.03355,0.000693305,0.000693305,0.000693305
61,466.845,0.60709,0.34486,0.96867,0.97551,0.97533,0.99108,0.86479,0.64406,0.33933,1.04138,0.000676802,0.000676802,0.000676802
62,474.049,0.58842,0.34091,0.97109,0.98054,0.97204,0.99099,0.88824,0.62804,0.33495,1.02989,0.000660299,0.000660299,0.000660299
63,481.008,0.59532,0.32887,0.9796,0.97979,0.97051,0.99011,0.8704,0.63805,0.32992,1.03569,0.000643795,0.000643795,0.000643795
64,488.599,0.58327,0.32612,0.96337,0.97925,0.97039,0.99043,0.86854,0.64227,0.32799,1.0397,0.000627292,0.000627292,0.000627292
65,495.201,0.60418,0.34802,0.99934,0.97275,0.9775,0.99034,0.87539,0.63335,0.3325,1.0359,0.000610789,0.000610789,0.000610789
66,501.782,0.59127,0.33133,0.98286,0.97614,0.97533,0.99106,0.88441,0.61808,0.33142,1.02973,0.000594286,0.000594286,0.000594286
67,508.737,0.58439,0.32856,0.9647,0.98381,0.96588,0.99127,0.8789,0.60652,0.32722,1.02576,0.000577782,0.000577782,0.000577782
68,515.878,0.58992,0.3273,0.96212,0.97722,0.98034,0.99272,0.84273,0.63354,0.31786,1.03822,0.000561279,0.000561279,0.000561279
69,520.508,0.58579,0.33107,0.96106,0.97743,0.98431,0.99294,0.84507,0.62793,0.3157,1.03224,0.000544776,0.000544776,0.000544776
70,527.752,0.5801,0.32188,0.95585,0.93453,0.98191,0.98485,0.84379,0.60702,0.31511,1.02743,0.000528272,0.000528272,0.000528272
71,533.841,0.58183,0.32249,0.97413,0.93847,0.97681,0.98405,0.84987,0.61442,0.32051,1.02907,0.000511769,0.000511769,0.000511769
72,540.145,0.5755,0.3211,0.96563,0.93559,0.95895,0.98392,0.84685,0.60653,0.325,1.02472,0.000495266,0.000495266,0.000495266
73,545.807,0.57772,0.32229,0.95967,0.94145,0.96217,0.98419,0.85192,0.60489,0.31905,1.0235,0.000478762,0.000478762,0.000478762
74,553.512,0.56475,0.31748,0.95385,0.94772,0.95559,0.99172,0.85,0.6112,0.31379,1.02696,0.000462259,0.000462259,0.000462259
75,558.413,0.55981,0.31746,0.95642,0.94727,0.95724,0.99128,0.85602,0.61576,0.31718,1.03089,0.000445756,0.000445756,0.000445756
76,565.862,0.55507,0.30883,0.96652,0.98244,0.96711,0.99186,0.8668,0.60327,0.30129,1.02347,0.000429253,0.000429253,0.000429253
77,572.702,0.57273,0.31441,0.95392,0.97684,0.96672,0.99145,0.85984,0.61351,0.3134,1.02894,0.000412749,0.000412749,0.000412749
78,579.142,0.58295,0.32581,0.98039,0.96482,0.96875,0.98907,0.87428,0.62833,0.34283,1.03764,0.000396246,0.000396246,0.000396246
79,585.375,0.57627,0.32455,0.96056,0.96616,0.96498,0.98894,0.86904,0.63458,0.34961,1.0415,0.000379743,0.000379743,0.000379743
80,591.891,0.56255,0.30882,0.96724,0.96745,0.968,0.9908,0.87469,0.62201,0.33037,1.03646,0.000363239,0.000363239,0.000363239
81,598.845,0.54529,0.30807,0.94551,0.9718,0.97039,0.99153,0.87283,0.62405,0.32248,1.03802,0.000346736,0.000346736,0.000346736
82,605.375,0.54568,0.30665,0.94391,0.97718,0.96893,0.99155,0.88365,0.62394,0.30925,1.0376,0.000330233,0.000330233,0.000330233
83,611.99,0.55938,0.30643,0.9508,0.97693,0.97663,0.99152,0.87819,0.62169,0.30782,1.03565,0.000313729,0.000313729,0.000313729
84,618.874,0.55089,0.30378,0.95764,0.98021,0.97204,0.99084,0.87441,0.62134,0.30342,1.03744,0.000297226,0.000297226,0.000297226
85,624.396,0.56461,0.31081,0.96064,0.9776,0.97221,0.99088,0.87414,0.62361,0.3059,1.04045,0.000280723,0.000280723,0.000280723
86,629.712,0.53474,0.2987,0.94695,0.97801,0.97254,0.99097,0.87469,0.62069,0.30477,1.03857,0.00026422,0.00026422,0.00026422
87,635.632,0.53584,0.29852,0.92995,0.98001,0.97268,0.99058,0.87113,0.61435,0.30063,1.03422,0.000247716,0.000247716,0.000247716
88,641.833,0.51986,0.29302,0.92921,0.97778,0.97046,0.99083,0.87769,0.61099,0.30152,1.0327,0.000231213,0.000231213,0.000231213
89,647.446,0.53852,0.29772,0.95869,0.97735,0.97114,0.99127,0.88218,0.60962,0.30038,1.03181,0.00021471,0.00021471,0.00021471
90,654.692,0.52771,0.29511,0.92935,0.96871,0.98355,0.99161,0.88393,0.6026,0.30266,1.02775,0.000198206,0.000198206,0.000198206
91,677.048,0.52506,0.32014,0.95275,0.97219,0.98204,0.99161,0.88532,0.61256,0.30478,1.03245,0.000181703,0.000181703,0.000181703
92,680.725,0.51726,0.29341,0.94086,0.97417,0.9811,0.99147,0.88147,0.61602,0.30343,1.03727,0.0001652,0.0001652,0.0001652
93,684.434,0.50633,0.27883,0.94487,0.97406,0.98022,0.99107,0.87169,0.61372,0.29942,1.03778,0.000148696,0.000148696,0.000148696
94,688.096,0.49211,0.27468,0.91026,0.97371,0.97862,0.99078,0.87074,0.61019,0.29529,1.03486,0.000132193,0.000132193,0.000132193
95,692.006,0.50392,0.27772,0.94599,0.97481,0.97983,0.99094,0.87173,0.60877,0.29605,1.03248,0.00011569,0.00011569,0.00011569
96,696.117,0.50588,0.27734,0.95204,0.97542,0.97862,0.99123,0.87859,0.61068,0.29488,1.03221,9.91865e-05,9.91865e-05,9.91865e-05
97,700.107,0.48998,0.26016,0.94059,0.97433,0.97862,0.99153,0.88425,0.61264,0.29795,1.03265,8.26832e-05,8.26832e-05,8.26832e-05
98,704.458,0.47758,0.26194,0.91841,0.97722,0.97553,0.99181,0.8807,0.61161,0.29973,1.03311,6.61799e-05,6.61799e-05,6.61799e-05
99,708.869,0.49267,0.26628,0.93714,0.97617,0.97533,0.99185,0.89063,0.60997,0.29803,1.03325,4.96766e-05,4.96766e-05,4.96766e-05
100,713.333,0.46564,0.24956,0.91157,0.97458,0.97533,0.99173,0.88748,0.60741,0.30078,1.03427,3.31733e-05,3.31733e-05,3.31733e-05
