epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,3639.63,1.34848,1.68051,1.61216,0.45264,0.71709,0.5845,0.29924,1.25108,1.56721,1.51057,0.000561279,0.000561279,0.000561279
69,3686.39,1.31926,1.67157,1.5834,0.43332,0.6964,0.5921,0.34387,1.25897,1.59977,1.51814,0.000544776,0.000544776,0.000544776
70,3732.44,1.35185,1.64818,1.60084,0.42528,0.7198,0.61347,0.37243,1.22304,1.5678,1.49544,0.000528272,0.000528272,0.000528272
71,3775.87,1.32957,1.66324,1.61027,0.50009,0.61762,0.63681,0.35818,1.25534,1.58651,1.51673,0.000511769,0.000511769,0.000511769
72,3824.99,1.32394,1.66534,1.61087,0.38948,0.73066,0.5999,0.33852,1.34714,1.59264,1.57536,0.000495266,0.000495266,0.000495266
73,3874.03,1.30147,1.61582,1.57775,0.39835,0.76086,0.58901,0.32563,1.35033,1.56999,1.58734,0.000478762,0.000478762,0.000478762
74,3919.38,1.3305,1.61284,1.60643,0.43582,0.6549,0.51558,0.27407,1.36548,1.59914,1.60321,0.000462259,0.000462259,0.000462259
75,3968.45,1.32212,1.62963,1.60816,0.45725,0.65573,0.52154,0.29715,1.39466,1.6156,1.62029,0.000445756,0.000445756,0.000445756
76,4017.15,1.3079,1.6316,1.60608,0.46505,0.78144,0.58903,0.31299,1.53151,1.66519,1.72074,0.000429253,0.000429253,0.000429253
77,4060.97,1.34096,1.5991,1.59978,0.46097,0.83636,0.59816,0.34473,1.31805,1.5609,1.54653,0.000412749,0.000412749,0.000412749
78,4107.45,1.44748,1.72717,1.7291,0.58637,0.77605,0.60334,0.39571,1.19077,1.4486,1.45505,0.000396246,0.000396246,0.000396246
79,4153.92,1.38384,1.64773,1.64264,0.49996,0.76965,0.62322,0.41758,1.18164,1.46685,1.45248,0.000379743,0.000379743,0.000379743
80,4205.98,1.26677,1.62846,1.5639,0.42538,0.7704,0.5438,0.28517,1.61582,1.67056,1.7795,0.000363239,0.000363239,0.000363239
81,4256.81,1.3912,1.61779,1.65118,0.45635,0.79502,0.58148,0.32374,1.4829,1.6016,1.67429,0.000346736,0.000346736,0.000346736
82,4300.95,1.2718,1.59012,1.55082,0.49555,0.74367,0.61352,0.40133,1.26155,1.48784,1.49961,0.000330233,0.000330233,0.000330233
83,4347.19,1.31069,1.59532,1.56643,0.48788,0.72201,0.61169,0.3201,1.43711,1.60363,1.62641,0.000313729,0.000313729,0.000313729
84,4383.12,1.32833,1.64743,1.60515,0.48504,0.83221,0.63027,0.4096,1.16144,1.46798,1.42405,0.000297226,0.000297226,0.000297226
85,4429.88,1.27655,1.61733,1.56435,0.5084,0.82047,0.61696,0.38416,1.24703,1.49955,1.48442,0.000280723,0.000280723,0.000280723
86,4475.91,1.29171,1.63554,1.58019,0.48295,0.78832,0.57635,0.29506,1.48409,1.58726,1.65067,0.00026422,0.00026422,0.00026422
87,4521.36,1.26358,1.54701,1.54266,0.4865,0.79084,0.61678,0.37065,1.25464,1.50201,1.48703,0.000247716,0.000247716,0.000247716
88,4570.35,1.22127,1.56067,1.50299,0.50397,0.77181,0.60421,0.37625,1.31545,1.5382,1.52564,0.000231213,0.000231213,0.000231213
89,4611.84,1.34102,1.61803,1.61937,0.45316,0.78752,0.56177,0.30843,1.42391,1.58147,1.59882,0.00021471,0.00021471,0.00021471
90,4653.43,1.19414,1.50394,1.49319,0.46854,0.8326,0.60839,0.39094,1.25605,1.46957,1.47402,0.000198206,0.000198206,0.000198206
91,4714.89,1.4159,1.83173,1.70862,0.48131,0.84732,0.65054,0.4609,1.12489,1.42965,1.39934,0.000181703,0.000181703,0.000181703
92,4753.71,1.37935,1.80198,1.65322,0.47999,0.86913,0.64859,0.43847,1.1059,1.44308,1.39641,0.0001652,0.0001652,0.0001652
93,4794.94,1.31199,1.79977,1.62544,0.46911,0.87752,0.63515,0.41262,1.15013,1.46382,1.42503,0.000148696,0.000148696,0.000148696
94,4833.44,1.19927,1.64631,1.5018,0.46095,0.88381,0.62771,0.40711,1.13195,1.47006,1.4185,0.000132193,0.000132193,0.000132193
95,4873.7,1.3703,1.77202,1.677,0.48304,0.82718,0.64295,0.42621,1.12489,1.4762,1.41904,0.00011569,0.00011569,0.00011569
96,4914.99,1.26519,1.7218,1.60755,0.45098,0.8557,0.61729,0.41111,1.20603,1.48942,1.47559,9.91865e-05,9.91865e-05,9.91865e-05
97,4955.89,1.30507,1.68047,1.60892,0.45649,0.84899,0.63421,0.42603,1.22069,1.48519,1.48587,8.26832e-05,8.26832e-05,8.26832e-05
98,4996.03,1.18209,1.58618,1.50721,0.44607,0.8514,0.624,0.42801,1.18622,1.45768,1.46279,6.61799e-05,6.61799e-05,6.61799e-05
99,5037.67,1.22945,1.61649,1.53675,0.47452,0.83221,0.62617,0.43681,1.14952,1.44183,1.43876,4.96766e-05,4.96766e-05,4.96766e-05
100,5084,1.12688,1.5446,1.46344,0.47934,0.83523,0.63257,0.45256,1.06641,1.41285,1.38508,3.31733e-05,3.31733e-05,3.31733e-05
